id,InfrastID,WBS,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrant(s),NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,C70,1.2.3,Bridges,Bridge Replacement,Nelson Street - pedestrian,Replacement of 95 year old bridge over Southern Railroad between Elliot Street & Spring Street.,High,"$5,000,000 ",,,,,,SW,,,,SW,1,"$5,000,000 ",2,,2,,,,,,,,,,,,1,"$5,000,000 ",M,,,,,Castleberry Hill,,,,,,,,,,,,,,,,,Yes,High Bridge Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,1.4.8,Roadway,Street Lights,Street Light Replacements,"Replacement of damaged and missing street light and street light components including wiring, poles, and shrouds.",High,"$5,000,000 ",,,,,,"NE, NW, SE, SW",NE,NW,SE,SW,0.25,"$1,250,000 ",,,,,,,,,,,,,,CW,1,"$5,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,High Street Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,1.3.5,Roadway,Curbing,Curbing Replacement Program,Replacement of deteriorated and obsolete curbing throught City.,High,"$10,800,000 ",,,,,,"NE, NW, SE, SW",NE,NW,SE,SW,0.25,"$1,350,000 ",cw,1,2,3,4,5,6,7,8,9,10,11,12,,0.083,"$448,200 ",,,,,,,,,,,,,,,,,,,,,,,,High Curbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,C59,1.2.3,Bridges,Bridge Replacement,"Martin L. King, Jr. Drive",Replacement of 105 year old bridge over surface parking between Northside Drive & Forsyth Street.,High,"$13,322,400 ",,,,,,SW,,,,SW,1,"$13,322,400 ",2,,2,,,,,,,,,,,,1,"$13,322,400 ",M,,,,,Downtown,Castleberry Hill,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,Yes,High Bridge Replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,1.4.5,Traffic,Traffic Signals,Major Corridor Optimization,Upgrades along major throughfares to opitimize signal operations and communications network to ATCC.,High,"$15,000,000 ",,,ATCC.,,,"NE, NW, SE, SW",NE,NW,SE,SW,0.25,"$3,750,000 ",,,,,,,,,,,,,,CW,1,"$15,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,1.4.8,Roadway,Street Lights,Street Light LED conversion,Conversion of city owned street lights to LED,High,"$16,000,000 ",,,LED,,,"NE, NW, SE, SW",NE,NW,SE,SW,0.25,"$1,250,000 ",,,,,,,,,,,,,,CW,1,"$5,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,High Street Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,1.1.2,Bicycle-Pedestrians,Sidewalks,ADA Ramp Replacement Program,Replacement and installation of ADA ramps to standard for ADA compliance.,High,"$22,000,000 ",,,standard for ADA compl,,,"NE, NW, SE, SW",NE,NW,SE,SW,0.25,"$5,500,000 ",,1,2,3,4,5,6,7,8,9,10,11,12,,0.083,"$1,826,000 ",,,,,,,,,,,,,,,,,,,,,,,,High Sidewalks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,1.1.2,Bicycle-Pedestrians,Sidewalks,Sidewalk Replacement Program,"Replacement of deteriorated, hazardous sidewalks to standard for ADA compliance.",High,"$40,000,000 ",,,standard for ADA compl,,,"NE, NW, SE, SW",NE,NW,SE,SW,0.25,"$10,000,000 ",,1,2,3,4,5,6,7,8,9,10,11,12,,0.083,"$3,320,000 ",,,,,,,,,,,,,,,,,,,,,,,,High Sidewalks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,1.4.7,Traffic,School Zone,Springdale Park Elementary School,School flashers for elementary school at 1246 Ponce de Leon Avenue,High,"$9,270 ",1246 Ponce de Leon Avenue,,,33.775156,-84.346689,NE,NE,,,,1,"$9,270 ",,,,,,,6,,,,,,,,1,"$9,270 ",N,,,,,Druid Hills,,,,,,,,,,,Ponce de Leon Avenue,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,1.4.7,Traffic,School Zone,Jackson Elementary School,School flashers for elementary school at 1325 Mount Paran Road,High,"$9,270 ",1325 Mount Paran Road,,,33.8711406,-84.4223223,NW,,NW,,,1,"$9,270 ",,,,,,,,,8,,,,,,1,"$9,270 ",A,,,,,Mount Paran/Northside,,,,,,,,,,,,,,Mount Paran Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,1.4.7,Traffic,School Zone,Jones Elementary School,School flashers for elementary school at 1040 Fair Street.,High,"$9,270 ",1040 Fair Street.,,,33.748791,-84.4215868,SW,,,,SW,1,"$9,270 ",,,,,4,,,,,,,,,,1,"$9,270 ",T,,,,,Ashview Heights,,,,,,,,,,,Fair Street,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,I30,1.3.2,Roadway,Roadway Resurfacing,Liverpool Way,Final course of roadway construction from Portsmouth Way to cul-de-sac.,High,"$8,600 ",,Portsmouth Way,cul-de-sac.,33.7489954,-84.3879824,SW,,,,SW,1,"$8,600 ",,,,,,,,,,,,11,,,1,"$8,600 ",P,,,,,None,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,1.4.7,Traffic,School Zone,Morningside Elementary School,"School flashers for elementary school at 1053 East Rock Springs Road, NE",High,"$9,270 ","1053 East Rock Springs Road, NE",,,33.796777,-84.352872,NE,NE,,,,1,"$9,270 ",,,,,,,6,,,,,,,,1,"$9,270 ",F,,,,,Morningside/Lenox Park,,,,,,,,,,,,,,East Rock Springs Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,1.4.7,Traffic,School Zone,Garden Hills Elementary School,School flashers for elementary school at 285 Sheridan Drive,High,"$9,270 ",285 Sheridan Drive,,,33.8327532,-84.3804554,NE,NE,,,,1,"$9,270 ",,,,,,,,7,,,,,,,1,"$9,270 ",B,,,,,Garden Hills,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,1.4.7,Traffic,School Zone,Humphries Elementary,School flashers for elementary school at 3029 Humphries Drive,High,"$9,270 ",3029 Humphries Drive,,,33.672651,-84.3760882,SE,,,SE,,1,"$9,270 ",,,,,,,,,,,,,12,,1,"$9,270 ",Z,,,,,Orchard Knob,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,1.4.7,Traffic,School Zone,Bolton Elementary School,School flashers for elementary school at 2268 Adams Drive,High,"$9,270 ",2268 Adams Drive,,,33.8172452,-84.454803,NW,,NW,,,1,"$9,270 ",,,,,,,,,,9,,,,,1,"$9,270 ",D,,,,,Bolton,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,1.4.7,Traffic,School Zone,Kimberly Elementary School,School flashers for elementary school at 3090 McMurray Drive,High,"$9,270 ",3090 McMurray Drive,,,33.7019961,-84.4892685,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,,11,,,1,"$9,270 ",R,,,,,Southwest,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,1.4.7,Traffic,School Zone,F. L. Stanton Elementary School,"School flashers for elementary school at 1625 Martin L. King, Jr. Drive",High,"$9,270 ","1625 Martin L. King, Jr. Drive",,,33.7519298,-84.440525,SW,,,,SW,1,"$9,270 ",,,,3,,,,,,,,,,,1,"$9,270 ",K,,,,,Mozley Park,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,1.4.7,Traffic,School Zone,Fickett Elementary School,School flashers for elementary school at 3935 Rux Road,High,"$9,270 ",3935 Rux Road,,,33.696566,-84.515988,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,,11,,,1,"$9,270 ",P,,,,,Kings Forest,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,1.4.7,Traffic,School Zone,Continental Colony Elementary School,School flashers for elementary school at 3181 Hogan Road,High,"$9,270 ",3181 Hogan Road,,,33.6779468,-84.4861633,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,,11,,,1,"$9,270 ",R,,,,,Greenbriar,,,,,,,,,,,,,,Hogan Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,1.4.7,Traffic,School Zone,Smith Elementary School,School flashers for elementary school at 370 Old Ivy Road,High,"$9,270 ",370 Old Ivy Road,,,33.8573248,-84.375816,NE,NE,,,,1,"$9,270 ",,,,,,,,7,,,,,,,1,"$9,270 ",B,,,,,North Buckhead,,,,,,,,,,,,,,Old Ivy Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,1.4.7,Traffic,School Zone,Miles Elementary School,School flashers for elementary school at 4215 Bakers Ferry Road,High,"$9,270 ",4215 Bakers Ferry Road,,,33.7545253,-84.5217416,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,10,,,,1,"$9,270 ",H,,,,,Bakers Ferry,,,,,,,,,,,,,,Bakers Ferry Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,1.4.7,Traffic,School Zone,Forest Hills Academy,School flashers for elementary school at 3950 Forrest Hill Drive,High,"$9,270 ",3950 Forrest Hill Drive,,,33.6092289,-84.5543206,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,,,12,,1,"$9,270 ",X,,,,,Hammond Park,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,1.4.7,Traffic,School Zone,Oglethrope Elementary School New Name:  North Metro,School flashers for elementary school at 601 Beckwith Street,High,"$9,270 ",601 Beckwith Street,,,33.7521707,-84.4067343,SW,,,,SW,1,"$9,270 ",,,,3,,,,,,,,,,,1,"$9,270 ",T,,,,,Atlanta University Center,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,1.4.7,Traffic,School Zone,Toomer Elementary School,School flashers for elementary school at 65 Rogers Street,High,"$9,270 ",65 Rogers Street,,,33.754544,-84.3282001,NE,NE,,,,1,"$9,270 ",,,,,,5,,,,,,,,,1,"$9,270 ",O,,,,,Kirkwood,,,,,,,,,,,,,,Rogers Street,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,1.4.7,Traffic,School Zone,Parkside Elementary School,School flashers for elementary school at 685 Mercer Street,High,"$9,270 ",685 Mercer Street,,,33.7355451,-84.3647841,SE,,,SE,,1,"$9,270 ",,1,,,,,,,,,,,,,1,"$9,270 ",W,,Grant Park,,,Grant Park,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,1.4.7,Traffic,School Zone,Lin Elementary School,School flashers for elementary school at 586 Candler Park Drive,High,"$9,270 ",586 Candler Park Drive,,,33.7700152,-84.3399596,NE,NE,,,,1,"$9,270 ",,,,,,,6,,,,,,,,1,"$9,270 ",N,,,,,Candler Park,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,1.4.7,Traffic,School Zone,Hutchinson Elementary,School flashers for elementary school at 650 Cleveland Avenue,High,"$9,270 ",650 Cleveland Avenue,,,33.6813267,-84.4186914,SE,,,SE,,1,"$9,270 ",,,,,,,,,,,,,12,,1,"$9,270 ",Z,,,,,South River Gardens,,,,,,,,,,,Cleveland Avenue,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,1.4.7,Traffic,School Zone,South Atlanta Computer Animation & Design School,School flashers for high school at 800 Hutchens Road,High,"$9,270 ",800 Hutchens Road,,,33.6708384,-84.3619385,SE,,,SE,,1,"$9,270 ",,,,,,,,,,,,,12,,1,"$9,270 ",Z,,,,,South River Gardens,,,,,,,,,,,,,,Hutchens Road,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,1.4.7,Traffic,School Zone,Coan Middle School,School flashers for middle school 1550 Hosea Williams Drive,High,"$9,270 ",1550 Hosea Williams Drive,,,33.7540195,-84.337129,NE,NE,,,,1,"$9,270 ",,,,,,5,,,,,,,,,1,"$9,270 ",O,,,,,Edgewood,,,,,,,,,,,,,,Hosea L. Williams Drive,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,1.4.7,Traffic,School Zone,Jackson High School,"School flashers for high school at 801 Glenwood Avenue, S.E.",High,"$9,270 ","801 Glenwood Avenue, S.E.",,,33.7396187,-84.3617928,SE,,,SE,,1,"$9,270 ",,1,,,,,,,,,,,,,1,"$9,270 ",W,,,,,Grant Park,,,,,,,,,,,Glenwood Avenue,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,1.4.7,Traffic,School Zone,Towns Elementary School,School flashers for elementary school at 760 Bolton Road,High,"$9,270 ",760 Bolton Road,,,33.7755376,-84.5042782,NW,,NW,,,1,"$9,270 ",,,,,,,,,,,10,,,,1,"$9,270 ",H,,,,,Carroll Heights,,,,,,,,,,,Bolton Road,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,1.4.7,Traffic,School Zone,Coretta Scott King Middle School,School flashers for middle school 1190 Northwest Drive,High,"$9,270 ",1190 Northwest Drive,,,33.788878,-84.477512,NW,,NW,,,1,"$9,270 ",,,,,,,,,,9,,,,,1,"$9,270 ",G,,,,,Monroe Heights,,,,,,,,,,,,,,Northwest Drive,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,1.4.7,Traffic,School Zone,Brown Middle School,School flashers for middle school at 765 Peeples Street,High,"$9,270 ",765 Peeples Street,,,33.7341483,-84.4204982,SW,,,,SW,1,"$9,270 ",,,,,4,,,,,,,,,,1,"$9,270 ",T,,,,,West End,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,1.4.7,Traffic,School Zone,Long Middle School,School flashers for middle school at 3200 Latona Drive,High,"$9,270 ",3200 Latona Drive,,,33.6667423,-84.3951446,SW,,,,SW,1,"$9,270 ",,,,,,,,,,,,,12,,1,"$9,270 ",Z,,,,,Glenrose Heights,,,,,,,,,,,,,,,,,,High School Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
